number,title,classification,year,date,latitude,longitude,magnitude,data
29794,Report 29794: Deer Hunter hears possible wood knocks in the Cheatham Wildlife Management Area,Not Infected,2008,Nov-29,36.1874,-87.0886,5,
19666,Report 19666: Hunter hears very loud scream at short range near Brazos River,Not Infected,2008,01-Oct,32.817,-98.34489,5,
23578,Report 23578: Possible tracks found along the Greenbelt Corridor outside Denton,Not Infected,2008,04-Aug,33.27303,-97.03784,5,
16777,Report 16777: Possible trash snatching (2 witnesses) outside Sherando,Not Infected,2008,Jan-21,37.9808,-78.9279,5,
22910,Report 22910: Witness has unusual experience in area of the Great Dismal Swamp,Not Infected,2008,01-Dec,36.6765,-76.364,5,
34337,Report 34337: Large man-like figure seen in the trees by a Marine training at Fort A. P. Hill,Not Infected,2008,Nov-15,38.0735,-77.2265,5,
22816,Report 22816: Possible vocalizations near Indianola,Not Infected,2008,Jan-28,47.74225,-122.5377,5,
23017,Report 23017: Possible vocalizations heard by resident outside Verlot,Not Infected,2008,02-Jan,48.105,-121.905,5,
23068,Report 23068: Unknown animal heard crashing through property near Blyn and Sequim Bay,Not Infected,2008,06-Jan,48.03632,-122.9539,5,
23460,Report 23460: Husband and wife hear possible vocalizations on Harstine Island,Not Infected,2008,03-Dec,47.28435,-122.8665,5,
23493,Report 23493: Possible tracks in snow east of Humptulips (w/photo),Not Infected,2008,Mar-31,47.32307,-6.19E+07,5,
24216,Report 24216: Possible vocalizations heard near a fish hatchery on the Humptulips River,Not Infected,2008,07-May,47.2331,-123.9878,5,
24373,Report 24373: Hunter scouting for elk hears stick breaks & a loud scream-howl close to his tent near Randle,Not Infected,2008,08-Jun,46.39019,-122.0303,5,
24612,Report 24612: Couple camping NW of Mt. Rainier hear loud vocals and footsteps,Not Infected,2008,Aug-24,47.00008,-121.9563,5,
24835,Report 24835: Man hears possible vocalizations close to his home near Eatonville,Not Infected,2008,Sep-29,46.878,-122.3574,5,
24876,Report 24876: Man camping alone hears possible wood knock and vocalization near Greenwater,Not Infected,2008,Sep-14,46.99857,-121.6321,5,
25194,Report 25194: Father and son hear a wood knock and find large human-like barefoot tracks while hunting near Trout Lake,Not Infected,2008,Nov-26,45.9216,-121.718,5,
25882,Report 25882: Large rock thrown while two friends sit by campfire on Green Mountain,Not Infected,2008,Aug-15,48.13025,-121.851,5,
25999,Report 25999: Hunter reports hearing loud wood knocking NW of Tieton,Not Infected,2008,10-May,46.52485,-121.2957,5,
26759,"Report 26759: Two hunters describe vocalizations, stalking, rock-throwing, near Elbe",Not Infected,2008,Nov-19,46.81398,-122.0571,5,
29045,Report 29045: Possible howls and footprints in Colville National Forest,Not Infected,2008,10-Jan,48.60844,-118.4379,5,
38046,"Report 38046: A loud, unknown vocalization startles solo hiker on shore of Goat Lake",Not Infected,2008,Sep-13,48.02073,-121.3552,5,
24508,Report 24508: Possible early evening sighting near Lake Namekagon,Not Infected,2008,Aug-18,46.25961,-91.10812,5,
28065,Report 28065: Possible vocalizations heard while cleaning a deer near Florence,Not Infected,2008,Oct-26,45.95359,-88.38782,5,
48359,Report 48359: Hunter sees black creature dive into the Sioux River near Washburn,Not Infected,2008,05-Oct,46.67915,-90.86665,5,
23648,Report 23648: Wood knocking startles target shooter outside of Shady Spring,Not Infected,2008,Mar-18,37.6665,-81.1447,5,
24494,Report 24494: Possible nighttime encounter while raccoon hunting outside Valley Head,Not Infected,2008,08-Feb,38.55,-79.98,5,
28382,Report 28382: Possible activity outside a residence near Lavalette,Not Infected,2008,Oct-15,38.3248,-82.4438,5,
26604,Report 26604: Daytime sighting of reddish-colored bigfoot near Fairbanks,Infected,2009,Jul-15,64.89139,-147.8142,5,
25559,Report 25559: Exec on business trip has sighting from balcony of hotel near Huntsville,Infected,2009,Feb-24,34.71139,-86.6575,5,
41827,Report 41827: Motorist has close encounter on Mallard Point Road near Lake Norfork,Infected,2009,Feb-15,36.38605,-92.30614,5,
25266,Report 25266: Two men recall a nighttime face to face encounter on lonely Hwy. 395,Infected,2009,01-Dec,36.79165,-118.125,5,
26116,Report 26116: Man has close encounter near Oregon border,Infected,2009,06-Mar,41.98645,-123.1749,5,
26258,Report 26258: Nightime sighting by a couple along a main highway between South Lake Tahoe and Placerville,Infected,2009,Jul-15,38.79998,-120.2083,5,
16779,Report 16779: Man recalls close encounter while on afternoon walk near Whitehorse,Infected,2009,Mar-31,60.69976,-135.1155,5,
26522,Report 26522: Woman describes vivid early morning sighting just below Independence Pass,Infected,2009,09-Jan,39.1006,-106.5445,5,
26671,Report 26671: Two brothers witness an upright creature while at a cabin near Red Feather,Infected,2009,Sep-22,40.84707,-105.6385,5,
27057,Report 27057: Former Deputy Sheriff describes morning sighting on Cornwall Mountain,Infected,2009,06-Oct,37.37285,-106.496,5,
25582,Report 25582: Man observes a bigfoot in his headlights near Holiday,Infected,2009,03-May,28.19899,-82.76431,5,
26823,Report 26823: Daylight sighting by hunter and son in Richloam Wildlife Management Area,Infected,2009,Oct-18,28.44926,-81.95577,5,
27347,Report 27347: Nighttime sighting of two upright creatures by a motorist outside Middleburg,Infected,2009,Nov-18,30.08748,-81.85762,5,
28200,Report 28200: Father and son have very close daylight sighting in the Green Swamp,Infected,2009,10-Oct,28.44926,-81.95577,5,
28355,"Report 28355: Hunter watches running bipedal creature, finds possible scat in the Camp Blanding Wildlife Management Area",Infected,2009,Dec-15,29.94011,-81.91354,5,
38924,Report 38924: Fisherman comes face to face with tall ape-like creature in Ft. Myers,Infected,2009,Sep-14,26.67822,-81.81697,5,
26262,Report 26262: Couple witness creature crossing road north of Atlanta,Infected,2009,Jun-28,34.31955,-84.48006,5,
26313,Report 26313: Motorist has late night visual encounter near Tyrone,Infected,2009,Jul-17,33.49565,-84.5317,5,
26822,Report 26822: Late-night sighting by motorist couple between Homerville and Edith,Infected,2009,10-Jul,30.83105,-82.6386,5,
27300,Report 27300: Late-night roadside sighting by a young man outside of Moultrie,Infected,2009,Aug-15,31.18562,-83.66153,5,
46328,Report 46328: Motorist has daylight sighting on GA-75 between Helen and Cleveland,Infected,2009,Mar-30,34.66467,-83.71705,5,
29357,Report 29357: Husband and wife riding ATV's along the Payette River see a Bigfoot,Infected,2009,Jun-13,44.28265,-115.8714,5,
25809,Report 25809: Resident has recent daylight sighting while retrieving cattle near Godfrey,Infected,2009,04-Aug,38.9951,-90.1451,5,
28110,Report 28110: Night fisherman has sighting at Clinton Lake boat docks,Infected,2009,Jun-27,40.19732,-88.724,5,
28936,Report 28936: Daytime sighting by a motorist east of Seneca,Infected,2009,Jun-24,41.33018,-88.53889,5,
42140,Report 42140: Hiker has daylight sighting in Goodenow Grove Nature Preserve,Infected,2009,10-Oct,41.40762,-87.60593,5,
25860,Report 25860: Early morning driver spots bipedal animal eating corn near Little John Creek near Dunlap,Infected,2009,08-Oct,38.62563,-96.44296,5,
27551,Report 27551: Late night encounter at a farm near Crab Orchard,Infected,2009,Aug-31,37.55156,-84.50035,5,
25298,Report 25298: Man recalls a sasquatch watching he and a group of teenagers taking a walk while camping near Houghton Lake,Infected,2009,Jul-16,44.17335,-84.6,5,
29091,Report 29091: Motorist is shocked by sighting on I-75 between Wolverine & Indian River,Infected,2009,Jul-17,45.35665,-84.605,5,
30090,"Report 30090: Grandfather and grandson witness a big, black creature chasing a deer near Manistee",Infected,2009,Nov-15,44.22671,-86.10172,5,
35282,Report 35282: Close encounter experienced while waiting for the school bus near Marion,Infected,2009,05-Apr,44.1305,-85.2165,5,
31166,Report 31166: Husband and wife experience an up-close daylight sighting on Hwy. 7 north of Bovey,Infected,2009,Aug-16,47.5,-93,5,
27089,Report 27089: Nighttime sighting at City Lake Park outside Sullivan,Infected,2009,Oct-15,38.2081,-91.16042,5,
30757,Report 30757: Driver & passenger observe late night road crossing near Spruce Pine,Infected,2009,Sep-30,35.85107,-82.05008,5,
31994,Report 31994: Late night sighting by boy walking near Mills River,Infected,2009,Jul-20,35.41939,-82.56715,5,
26414,Report 26414: Daytime sighting by two men while driving near Narbona Pass,Infected,2009,05-Dec,36.08089,-108.892,5,
27613,Report 27613: Woman recounts nighttime sighting of a small bigfoot outside her home near Beloit,Infected,2009,08-Dec,40.95818,-80.97507,5,
33979,Report 33979: Witness has numerous encounters and collects physical evidence over a seven month period near Christianburg,Infected,2009,02-Jun,40.04342,-84.04518,5,
25703,"Report 25703: Experienced hunter decribes a brief standoff at approx. 80 yards, in daylight, near Smithville",Infected,2009,Mar-25,34.36778,-94.68028,5,
26226,Report 26226: Daylight roadside sighting near Eufala,Infected,2009,Jun-19,35.2933,-95.94727,5,
26543,Report 26543: Nightime roadside sighting south of Woolaroc,Infected,2009,08-Jul,36.62116,-96.12164,5,
26554,Report 26554: Man has nighttime sighting of two bipedal creatures behind his home near Mannford,Infected,2009,09-Aug,36.03501,-96.36707,5,
26767,Report 26767: Camper sees large bipedal creature leave her camp heading to the river.,Infected,2009,10-Apr,34.21174,-96.63857,5,
26718,Report 26718: Late night road crossing sighting by hunters near the eastern boundary of Mt. Hood National Forest,Infected,2009,10-May,45.8417,-121.7084,5,
27522,Report 27522: Daylight sighting of a large bipedal animal near Sunbright,Infected,2009,Dec-14,36.19746,-84.66167,5,
26504,Report 26504: Early morning sighting by a truck driver near Richland Chambers Lake,Infected,2009,Aug-25,31.93425,-96.12524,5,
26403,"Report 26403: Man sees large, hair-covered figure while riding on train near the Cascade Tunnel",Infected,2009,08-Apr,47.70178,-121.1859,5,
28308,"Report 28308: Man has a close encounter with a large, upright creature in a swamp near Big Lake",Infected,2009,Jun-15,48.308,-122.215,5,
25497,Report 25497: Ongoing activity in a rural setting near Nestlow,Infected,2009,Feb-14,38.16391,-82.28279,5,
25989,Report 25989: Girl sees bigfoot outside home in mountains near Smoot,Infected,2009,May-15,37.9208,-80.71875,5,
27363,Report 27363: Witness describes getting a good look at a bi-pedal creature while driving on a country road in Buckhannon,Infected,2009,09-Nov,38.98,-80.27,5,
31404,Report 31404: Deer hunter has daylight sighting on a logging road near Cabin Creek,Infected,2009,Nov-28,38.2639,-81.4625,5,
25625,"Report 25625: Man finds large, human-like footprints in mud while jogging near his home (photos included)",Not Infected,2009,Feb-20,34.0425,-110.4829,5,
26297,Report 26297: Several early morning vocalizations heard at Wheatfields Lake,Not Infected,2009,07-Apr,36.225,-109.11,5,
34283,Report 34283: Possible trackline found in fresh snow near Willow Springs Lake,Not Infected,2009,Dec-18,34.275,-110.85,5,
24929,Report 24929: Husband and wife have a possible encounter in a KOA campground north of Crescent City,Not Infected,2009,Jan-28,41.84998,-124.1417,5,
25492,Report 25492: Young man and his Aunt & Uncle observe large tracks just below their horse pasture in Tehachapi (w/photos),Not Infected,2009,Feb-26,35.17748,-118.625,5,
26386,Report 26386: Mother and daughter describe possible howls close to their home near Big Bear City,Not Infected,2009,08-Oct,34.2556,-116.7944,5,
56754,"Report 56754: Sighting in Deep Creek Wilderness, near Lake Arrrowhead",Not Infected,2009,07-Jan,34.33843,-117.1776,5,
26517,Report 26517: Strange screams frighten fly fisherman and cattle near Sundre,Not Infected,2009,08-Sep,51.35316,-115.0964,5,
25368,Report 25368: Motorists describe boat on trailer being shaken violently at night near Lake Cowichan,Not Infected,2009,02-Aug,48.7305,-124.1744,5,
26821,Report 26821: Possible sasquatch activity reported by a father and his sons near Falkland,Not Infected,2009,Oct-17,50.46674,-119.5504,5,
26331,Report 26331: Possible sighting by a First Nations member while hunting outside The Pas Area,Not Infected,2009,Jun-15,53.687,-101.5205,5,
50446,Report 50446: Hiker startled by violent tree shaking and possible ground stomping near Uniacke House Museum,Not Infected,2009,Oct-25,44.89409,-63.83683,5,
26285,Report 26285: Unusual thud and possible whoop heard along with feeling of being watched in Algonquin Provincial Park,Not Infected,2009,Jul-13,45.61785,-78.92731,5,
26348,Report 26348: Bipedal sounding pacing and possible vocalizations heard by Boy Scout leader and Scouts at Quetico Provincial Park,Not Infected,2009,Jul-13,48.0715,-91.41945,5,
25979,Report 25979: Man finds possible footprint outside Palatka,Not Infected,2009,May-17,29.77291,-81.8592,5,
26577,Report 26577: Brief daylight sighting of a small primate type creature in a pine forest near Jacksonville,Not Infected,2009,Jun-18,30.25389,-81.8992,5,
26947,Report 26947: Hunter and daughter hear chatter and find possible tracks near Escambia River,Not Infected,2009,Nov-21,30.9725,-87.265,5,
27145,Report 27145: Bow hunter hears possible vocalizations in the Camp Blanding Wildlife Management Area,Not Infected,2009,Dec-14,29.95301,-82.0125,5,
32227,Report 32227: Man describes possible encounters off Route 41 near Ochopee,Not Infected,2009,Aug-16,26.1875,-81.69245,5,
40584,Report 40584: Possible rural encounters experienced by a young man growing up outside Okeechobee,Not Infected,2009,05-Jan,27.34928,-81.03941,5,
25574,Report 25574: Witness spots sasquatch approaching camp near Warwoman Dell,Not Infected,2009,Feb-22,34.94325,-83.18237,5,
25693,Report 25693: Husband and wife hear characteristic vocalizations in the Sautee-Nacoochee Valley,Not Infected,2009,Mar-15,34.70107,-83.6746,5,
29020,Report 29020: Couple describes incidents at two different campgrounds in Boise National Forest,Not Infected,2009,11-Jan,44.35978,-115.8596,5,
26874,Report 26874: Possible footprints found near Mackinaw River,Not Infected,2009,Sep-24,40.65639,-89.04518,5,
27042,Report 27042: Possible daylight sighting by motorist on Illinois Route 4 outside Hamel.,Not Infected,2009,Dec-18,38.90123,-89.80123,5,
28713,Report 28713: Hikers find possible footprints by a cornfield north of Norris,Not Infected,2009,Sep-15,40.63281,-89.99568,5,
36567,Report 36567: Possible nighttime sighting while driving in Orient,Not Infected,2009,08-Jun,37.92017,-88.98228,5,
40995,Report 40995: Possible sighting of animal playing peek-a-boo at Argyle Lake State Park.,Not Infected,2009,Jul-15,40.45428,-90.78947,5,
27274,Report 27274: Possible vocalizations heard near Shades State Park,Not Infected,2009,07-Jan,39.9347,-87.08955,5,
28861,"Report 28861: Loud, early morning vocalizations heard by duck hunters near Lake Monroe",Not Infected,2009,Oct-22,39.02502,-86.49139,5,
38362,Report 38362: Possible encounter by turkey hunters entering their blinds near McPherson,Not Infected,2009,Apr-15,38.1814,-97.56185,5,
27323,Report 27323: Possible harrassment at a secluded cabin near Zachariah,Not Infected,2009,Oct-13,37.65805,-83.79678,5,
25364,Report 25364: Federal law enforcement agent describes possible snow tracks on private land adjacent to Pakamansett River @ 10 miles from Hockomock Swamp (w/ Photos),Not Infected,2009,May-17,41.60551,-70.97708,5,
25719,Report 25719: Wood Knocks Heard Near Assawompsett Pond,Not Infected,2009,Nov-17,41.83664,-70.89049,5,
35224,Report 35224: Possible sighting and vocalizations heard by a young man near Hillman,Not Infected,2009,Jun-15,45.0635,-83.9205,5,
35868,Report 35868: Retired police officer describes possible nighttime sighting near Monroe.,Not Infected,2009,Sep-15,41.972,-83.3595,5,
27676,Report 27676: Possible brief sighting by a motorist outside Mountain Iron,Not Infected,2009,Oct-18,47.51591,-92.6349,5,
29435,Report 29435: Woman and friend watch a tall animal walk oddly across a mine hill in Calumet,Not Infected,2009,07-Nov,47.31732,-93.28008,5,
25026,Report 25026: Possible late night sighting across the road from a house near Kirbyville,Not Infected,2009,03-Sep,36.3881,-93.1073,5,
26306,Report 26306: Possible nighttime encounter at a rural home near the village of Jane,Not Infected,2009,Sep-25,36.50787,-94.2319,5,
26694,Report 26694: Possible nighttime encounter while camping near Potosi,Not Infected,2009,Sep-24,37.66643,-90.86792,5,
26919,Report 26919: Early A.M. sighting returning home from family event,Not Infected,2009,Nov-24,38.4063,-90.7357,5,
24738,Report 24738: Man recalls incident years before among homes near Brick,Not Infected,2009,Jan-25,40.053,-74.1301,5,
24928,Report 24928: Possible wood knocks heard near Hibernia Bat Cave/Wildcat Ridge in Rockaway,Not Infected,2009,Oct-30,40.93552,-74.49518,5,
25661,Report 25661: Wood knocks heard and tracks found near Canton,Not Infected,2009,Mar-18,44.62185,-75.58825,5,
26338,Report 26338: Possible vocalizations heard by campers In Lake Luzerne area,Not Infected,2009,Jul-26,43.32,-73.81,5,
25948,Report 25948: Man hears characteristic howls in early morning hours near Mechanicstown,Not Infected,2009,05-Oct,40.64049,-80.90944,5,
26149,Report 26149: Fishermen experience possible early morning vocalizations and rock throwing at East Fork Lake,Not Infected,2009,Jun-16,39.03501,-84.1317,5,
26830,Report 26830: Group finds possible Bigfoot track in Wayne National Forest - w/photos of track and cast,Not Infected,2009,Oct-31,39.42635,-81.37085,5,
31000,Report 31000: Possible night time encounter while fishing near Atwater,Not Infected,2009,Jun-17,41.13183,-81.11617,5,
26711,Report 26711: Couple witness a possible juvenile running on all fours in Smithville,Not Infected,2009,10-Jan,34.49108,-94.49968,5,
24371,Report 24371: Young male hiker experiences strange events and finds possible tracks at a campground in the Blue Mountains,Not Infected,2009,02-Nov,45.91665,-117.925,5,
24892,Report 24892: Father and son hear strange sounds while camping near Oregon Caves,Not Infected,2009,03-Feb,42.125,-123.2916,5,
25445,Report 25445: Possible knocking heard by husband and wife while camping on their gold claim in Fiddler Gulch,Not Infected,2009,Feb-18,42.22501,-123.75,5,
26137,Report 26137: Family hears whooping sounds while hiking Marys Peak,Not Infected,2009,Jun-13,44.50455,-123.5524,5,
27087,Report 27087: Possible sighting at night by a family on Hwy. 140E near Bonanza,Not Infected,2009,12-Oct,42.36945,-121.3866,5,
26957,Report 26957: Pre-dawn whoops and movement heard near Prince Galitzin State Park,Not Infected,2009,Nov-30,40.65083,-78.52589,5,
25915,"Report 25915: Motorist describes possible daylight morning sight near Edisto River, between Canady and Givehans",Not Infected,2009,05-Feb,33.04536,-80.45451,5,
26307,Report 26307: Possible track and wood knocks heard near Greenville,Not Infected,2009,Jul-18,36.0925,-82.3045,5,
27242,Report 27242: Possible howl heard on the Duck River while camping,Not Infected,2009,Jul-17,35.78439,-87.44963,5,
26473,Report 26473: Possible sign and incidents on private property while scouting for deer south of Monkstown,Not Infected,2009,Aug-22,33.79094,-95.92831,5,
29148,Report 29148: Backpackers startle a figure with long white/blonde hair watching Boy Scouts at Grandaddy Lake,Not Infected,2009,07-Nov,40.60353,-110.8055,5,
25621,Report 25621: Possible vocalizations heard on Camano Island,Not Infected,2009,Mar-19,48.17107,-122.5089,5,
25976,Report 25976: Fishermen at boat launch hear monkey-like vocalizations near Salkum,Not Infected,2009,May-17,46.51479,-122.6361,5,
26572,Report 26572: Backpacker hears multiple vocalizations while camping near Trout Lake,Not Infected,2009,09-Sep,45.96578,-121.7576,5,
26580,Report 26580: Two hunters are followed by an unseen creature near Toutle,Not Infected,2009,09-Dec,46.38448,-122.5572,5,
30670,Report 30670: Night time foot race with an unseen animal near Woodinville,Not Infected,2009,07-Jun,47.7925,-122.1676,5,
41111,Report 41111: Woman standing on her elevated deck is approached from underneath by something large near Ocean Shores,Not Infected,2009,Jul-26,46.96189,-124.1692,5,
39031,Report 39031: Home owner reports strange howls and possible ongoing activity near Kiel,Not Infected,2009,Oct-15,43.89418,-87.94178,5,
26354,Report 26354: Rural residents describe loud vocalizations and strange incidents near Iaeger,Not Infected,2009,Jul-22,37.515,-81.8,5,
27459,Report 27459: Motorist sights dirty-white upright creature near the town of Kansas,Infected,2010,03-Dec,33.8957,-87.53395,5,
27482,Report 27482: Man recalls incident while camping as a teenager near Cedarville,Infected,2010,Mar-23,35.36335,-94.229,5,
29417,Report 29417: Deer hunter has a late afternoon sighting through his rifle scope in the Winona Wildlife Management Area,Infected,2010,Nov-18,34.73147,-92.75093,5,
27495,Report 27495: Afternoon sighting by a commuter south of Show Low,Infected,2010,Mar-24,34.1,-110.165,5,
27177,Report 27177: Man remembers sighting while driving on a lonely dark two-lane road near Gorman,Infected,2010,Jan-22,34.76666,-118.5834,5,
27609,Report 27609: Daughter and Mother both observe a large dark creature in the Klamath River bottom,Infected,2010,Apr-22,41.65925,-123.4498,5,
28432,Report 28432: Motorists have sighting along Highway 88 north of Clements,Infected,2010,Oct-25,38.25,-121,5,
31939,Report 31939: Motorist describes early morning sighting near Buena Vista,Infected,2010,Aug-15,38.83714,-106.199,5,
28237,"Report 28237: Weekend camping trip in the Green Swamp is interrupted by a hairy, bipedal intruder",Infected,2010,09-May,28.50566,-81.97483,5,
28634,Report 28634: Motorist has daytime sighting near I-10 Exit east of Pensacola,Infected,2010,Dec-19,30.6966,-86.7513,5,
29565,Report 29565: Man describes several compelling incidents while hunting in the Withlacoochee State Forest,Infected,2010,Sep-16,28.78812,-82.40295,5,
35529,Report 35529: Daytime sighting by a motorist on FL-19 in the Ocala National Forest,Infected,2010,06-Jul,29.49577,-81.74579,5,
27197,Report 27197: Adolescent child has early morning sighting near Chatsworth,Infected,2010,01-Dec,34.8243,-84.72352,5,
28568,Report 28568: Nighttime sighting near a dumpster by a bicyclist in Canton,Infected,2010,Oct-17,40.5658,-90.0055,5,
28728,Report 28728: Daylight sighting by a motorist near Brookfield Zoo,Infected,2010,Nov-16,41.84136,-87.83285,5,
37856,Report 37856: Close encounter at night by a motorist near Mt.Carmel,Infected,2010,Oct-19,38.37945,-87.79079,5,
33322,Report 33322: Nighttime sighting while leaving Lake Barkley State Park,Infected,2010,Aug-15,36.8216,-87.93167,5,
26277,Report 26277: Night sighting by a motorist near Freetown,Infected,2010,07-Jun,41.74419,-70.95906,5,
27702,Report 27702: Man recalls seeing a tall dark creature behind his house at dusk near Laurel,Infected,2010,Aug-15,39.08414,-76.82731,5,
27009,Report 27009: Woman recalls daylight sighting while driving and a possible incident at a home east of Gaylord,Infected,2010,Jul-26,44.94835,-84.165,5,
27783,Report 27783: Man recounts two experiences with bigfoot while camping in the Lower Peninsula,Infected,2010,10-Sep,44.59665,-84.0415,5,
31025,Report 31025: Close encounter by a hunter tracking his dogs at night outside the Seney National Wildlife Refuge,Infected,2010,Aug-15,46.19183,-86.21193,5,
25336,Report 25336: Daylight sighting of a creature walkng down the road as they pull out of their driveway near Bermidji,Infected,2010,12-Apr,47.43842,-94.98708,5,
27785,Report 27785: Nighttime roadside sighting by a motorist outside Joplin,Infected,2010,Jun-22,37.03575,-94.52888,5,
28210,Report 28210: Three fishermen returning home late at night have close contact with a Bigfoot near Southwest City,Infected,2010,09-Dec,36.51627,-94.60989,5,
36281,Report 36281: Close daylight sighting by a fisherman near White Sulphur Springs,Infected,2010,May-29,46.76389,-110.7781,5,
29024,Report 29024: Daylight sighting of a bipedal animal by a motorist near Linville,Infected,2010,11-Sep,35.88561,-81.92929,5,
26205,Report 26205: Young adult has daylight visual encounter of bipedal creature while driving near Rhinebeck,Infected,2010,Feb-15,41.94512,-73.87915,5,
27206,Report 27206: Young man sees two white hairy creatures while hiking in the Wichita Mountains,Infected,2010,Jan-25,34.76134,-98.61497,5,
28005,Report 28005: Two witnesses recount a close daytime encounter with a very curious creature near Lebanon,Infected,2010,Jul-16,36.25466,-86.15759,5,
27803,Report 27803: Hikers near Eatonville surprise a sasquatch drinking from the river,Infected,2010,May-22,46.84748,-122.2719,5,
28438,Report 28438: Hunter has a daylight sighting of a tall biped west of Darrington,Infected,2010,Oct-22,48.32675,-121.6962,5,
35479,Report 35479: Nighttime sighting by a motorist near BZ Corner,Infected,2010,Sep-15,45.86883,-121.4813,5,
37885,Report 37885: Daylight encounter while hiking on the Tulalip Indian Reservation,Infected,2010,06-Oct,48.10255,-122.2763,5,
29313,Report 29313: Fisherman finds possible footprints near Grassy Lake (w/photo),Not Infected,2010,04-Oct,34.56384,-92.22704,5,
39922,Report 39922: Bowhunter intimidated by loud vocalizations at dark on Camp Robinson National Guard training base,Not Infected,2010,Oct-30,34.92684,-92.30753,5,
27327,Report 27327: Wilderness campers have an unknown visitor in the Trinity Alps of Northern California,Not Infected,2010,Aug-29,41.1139,-122.7,5,
27687,Report 27687: Possible tracks found in snow and mud on family property many years ago near Lake Hughes,Not Infected,2010,05-Jul,34.66363,-118.4538,5,
27844,Report 27844: Two young men hiking outside Tehachapi come across possible tracks,Not Infected,2010,06-Oct,35.12931,-118.3302,5,
27966,Report 27966: Possible howl heard by three family members while on vacation at June Lake,Not Infected,2010,Jul-31,37.79337,-119.118,5,
27281,Report 27281: Possible encounter close to the hospital in Smithers,Not Infected,2010,08-Dec,54.78464,-127.1616,5,
28285,Report 28285: Motorist witnesses a possible daylight highway crossing near Revelstoke,Not Infected,2010,Sep-22,50.58378,-118.1976,5,
31176,Report 31176: Possible trackway found and photographed near Brandon,Not Infected,2010,Jul-29,49.7905,-100.069,5,
27961,Report 27961: Possible wood knock responses heard near Westport,Not Infected,2010,07-Feb,44.6925,-76.3948,5,
28720,Report 28720: Traveler observes a tall biped in a cornfield north of Bethany Beach,Not Infected,2010,Aug-16,38.88665,-75.3793,5,
28450,Report 28450: Possible footprint found and vocalizations heard in the Flying Eagle Wildlife Management Area,Not Infected,2010,Oct-31,28.84542,-82.20726,5,
38893,Report 38893: Driver spots a tall biped crossing the road just west of Miami,Not Infected,2010,11-Oct,25.73951,-80.48021,5,
39382,Report 39382: Frightening encounter experienced on family property outside Naples,Not Infected,2010,Apr-15,26.03808,-81.64948,5,
42293,Report 42293: Possible nighttime sighting while standing with friends outside a rural home near Wesley Chapel,Not Infected,2010,Dec-24,28.29324,-82.35606,5,
28427,"Report 28427: Hunter experiences eerie silence, foul odor and possible wood knocking in the Cardinal Marsh Wildlife Management Area",Not Infected,2010,Oct-24,43.32922,-92.06343,5,
35883,Report 35883: Possible encounter while volunteering at Macbride Raptor Project outside North Liberty,Not Infected,2010,Apr-15,41.7822,-91.57033,5,
27146,Report 27146: Deer hunters hear possible vocalizations and find strange footprints near Ellisville,Not Infected,2010,01-May,40.63267,-90.28404,5,
27387,Report 27387: Large unknown bipedal animal seen possibly chasing deer near Dixon,Not Infected,2010,Feb-28,41.90703,-89.41539,5,
27692,Report 27692: Mushroom hunter hears vocalizations and finds footprints near Jubilee College State Park,Not Infected,2010,05-May,40.82944,-89.73378,5,
28525,Report 28525: Possible vocalizations and stick structures found in Bachelors Grove Cemetery,Not Infected,2010,11-Feb,41.63243,-87.76622,5,
33040,Report 33040: Possible sighting by a deer hunter west of Rushville,Not Infected,2010,Nov-18,40.1348,-90.6757,5,
35206,Report 35206: Possible nighttime sighting by a homeowner near Bonnie,Not Infected,2010,10-Feb,38.18881,-88.83003,5,
39851,Report 39851: Motorists have possible nighttime sighting in Green Belt Forest Preserve,Not Infected,2010,Aug-14,41.53346,-87.75156,5,
27976,Report 27976: Strange vocalization heard while calling for a kitten on the Wabash River,Not Infected,2010,07-Oct,40.38335,-87.0796,5,
29386,Report 29386: Friends experience possible intimidation outside of Greenville,Not Infected,2010,10-May,38.39027,-85.95914,5,
27184,Report 27184: Mother and son have a possible early morning sighting near Eagle Creek,Not Infected,2010,Jan-14,38.63813,-85.00044,5,
27545,Report 27545: Possible track found at well site near Deane,Not Infected,2010,Mar-26,37.22604,-82.74595,5,
27589,Report 27589: Possible footprint and strange occurrences  at a rural residence west of Louisa,Not Infected,2010,Apr-13,38.11509,-82.70393,5,
32377,Report 32377: Father and son have possible encounter in a deer blind near Woodbine,Not Infected,2010,Nov-14,36.8817,-84.0821,5,
28954,Report 28954: Possible encounter by hunters camping in the Kisatchie National Forest,Not Infected,2010,Feb-15,31.41787,-92.28034,5,
28017,Report 28017: Hikers observe and cast possible fresh footprints in Leominister State Forest,Not Infected,2010,11-Aug,42.54334,-71.80123,5,
28945,Report 28945: Two individuals describe possible activity outside a cabin on Turk Lake,Not Infected,2010,Aug-15,43.2725,-85.2515,5,
37797,Report 37797: Description of several strange encounters along Sleeping Bear Dunes National Shoreline,Not Infected,2010,08-Jan,44.73109,-86.11156,5,
27800,Report 27800: Large unknown animal on all fours seen crossing a road near Patterson,Not Infected,2010,May-25,37.18847,-90.52135,5,
50717,Report 50717: Man recalls primate-like vocalization and rocks thrown at a fishing area in the Rvierside Conservation Area,Not Infected,2010,06-Jan,37.99225,-91.42575,5,
